,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
1471,RT @ThatAngryarmy: Verra Holds Crediting for CDM Rice Cultivation Methodology https://t.co/JVUMXfjuCC #ClimateChange https://t.co/yomxNLjRS8,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 20:44:32
1472,RT @ThatAngryarmy: Verra Holds Crediting for CDM Rice Cultivation Methodology https://t.co/JVUMXfjuCC #ClimateChange https://t.co/yomxNLjRS8,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 20:44:32
1473,#Scientists #fear #Valley #Fever is #spreading in the US https://t.co/4UVCIi39Y6 #climatechange #fungalinfection… https://t.co/LRip64YZat,0,0,2492,Blogger,239,mohammadali_im1,2023-02-06 20:44:28
1474,"RT @NNInanonews: The next two virtual meetings of the NanoEducators Quarterly Forum (February 15 and April 26) will focus on #Nano4EARTH, a…",1,0,139,Nanotechnology and Science News,5146,NanoRegNews,2023-02-06 20:44:05
1475,RT @tagomago_me: Just finished ”False Alarm: How #ClimateChange Panic Costs Us Trillions” ⁦@BjornLomborg⁩’s transparency about his sources…,1,0,78,Hydrino Energy Advocate; Molecular Biologist/Pathologist,16,DeeJaySas,2023-02-06 20:44:04
1476,RT @chemistvictor: In #developing countries #Women top amongst the most #vulnerable &amp; they continue to have fewer rights despite suffering…,8,0,787,Climate Change Activist/Business Development Expert Executive Director @Nicraorg                            Co-Founder @CACOINigeria                    MD LIG,67,abdul_ageidam,2023-02-06 20:43:54
1477,@UNmigration joins #climatechange and #agriculture experts at the 2nd #WASAG International Forum starting tomorrow… https://t.co/JPvy2CrYml,0,0,888,UN Migration (IOM) account for West and Central Africa - bringing you updates and stories in both EN & FR,10373,IOMROWCA,2023-02-06 20:43:42
1478,RT @RepDanSenaMA: Glad to attend the #CleanEnergy Caucus inaugural meeting hosted by co-chairs Sen. @JamieEldridgeMA and Rep. @VoteSteveOwe…,1,0,3752,State Senator (D-Acton) representing the Middlesex & Worcester District.,13094,JamieEldridgeMA,2023-02-06 20:43:38
1479,RT @IFAD: The fight against #ClimateChange is a fight against poverty. https://t.co/raqsrfKZ9Z,38,0,158,Blue sky thinker l  happy camper l aspiring writer l @SDG advocate,14,JustinChiwuba,2023-02-06 20:43:31
1480,"RT @BerkeleyLab: Researchers have developed a link between storm conditions in the atmosphere with forest mortality on land, helping fill a…",10,0,370,Next-Generation Ecosystem Experiments-Tropics (NGEE-Tropics),557,NGEETropics,2023-02-06 20:43:23
1481,"RT @DebiecJacek: Even FOX News starts discussing #climatechange seriously

""Surface-level adaptations aren’t going to save metropolises lik…",2,0,1058,"Who looks outside, dreams; who looks inside, awakes. ~ Carl Jung | Pro Democracy | There is no Planet B | Forever curious | No DM’s | @OneMargaux@mastodon.world",989,OneMargaux,2023-02-06 20:43:15
1482,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,873,Biólogo.,672,03BenP,2023-02-06 20:43:14
1483,Glad to attend the #CleanEnergy Caucus inaugural meeting hosted by co-chairs Sen. @JamieEldridgeMA and Rep.… https://t.co/61r2dRcdn9,1,10,466,"MA State Representative 37th Middlesex District. State House, room 39 Boston MA 02133 Phone: (617)722-2014 Email: Danillo.Sena@mahouse.gov",1282,RepDanSenaMA,2023-02-06 20:43:02
1484,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,780,…old dog learning new tricks...   ...pretty good at bikes @lambtomnium...  ...pretty good at cakes...,746,sharperstill,2023-02-06 20:42:59
1485,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,1095,“Shitus is about to hit the fanus” Nostrafrenus,959,DigSo2217,2023-02-06 20:42:56
1486,Special Report on Global Warming of 1.5 ºC | Department of Economic and Social Affairs #climatechange  https://t.co/4GSuZKIHxl,0,0,2308,Curating #climatechange #globalwarming and #climateaction tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs,1180,TRVST_ClimateC,2023-02-06 20:42:45
1487,RT @ThatAngryarmy: Verra Holds Crediting for CDM Rice Cultivation Methodology https://t.co/JVUMXfjuCC #ClimateChange https://t.co/yomxNLjRS8,4,0,1191,"We are focused on climate change, and our mission is to help local communities address the issue through grassroots activism.",840,angryman1972,2023-02-06 20:42:03
1488,"Methodology exists, but no principle, for Dynamical Detrainment. It is a meteorological approach, not for climatolo… https://t.co/3YLkwDWHwr",1,0,4,"the proponent of Radiatively Driven Circulation (RDC) theory as a mechanism of atmospheric transport around cumulus clouds, which is important in climate change",1,josAtKIT,2023-02-06 20:42:00
1489,"RT @EIA_News: #Microplastics are filling the skies - will they affect the climate?

https://t.co/YEIotX32O8

#plastics #pollution #climatec…",3,0,9,"Small organisation raising awareness about hazardous #impacts of plastic for a clean/healthy planet.

Initiated #SUPsep movement 

:https://t.co/DVaZjlgaew",10615,Plasticsimpact,2023-02-06 20:41:53
1490,RT @BeeAsMarine: @FirehorseP @HHestbech @RobRobbEdwards @alifeofinsanity @RobertoValentUN @robmay70 @Robertmalishev8 @rhosking252 @ECOWARRI…,14,0,437,"Accidental Activist, mum to 2 boys (1super IT professional,1autistic/fabulous human being)",761,KatBarclay2,2023-02-06 20:41:34
1491,Verra Holds Crediting for CDM Rice Cultivation Methodology https://t.co/JVUMXfjuCC #ClimateChange https://t.co/yomxNLjRS8,4,0,2234,AngryArmy is a social enterprise with a mission to combat climate change. We are committed to making a difference and are passionate about protecting our planet,1880,ThatAngryarmy,2023-02-06 20:41:34
1492,"Time is running out to protect our world from #ClimateChange.

I'm using my #VoiceForClimate: @grantshapps will you… https://t.co/ReQXof4cUF",0,0,423,French & History graduate. Je n'aime pas les animaux...sur mon assiette.,41,FigWatkins85,2023-02-06 20:41:25
1493,"RT @ciel_tweets: Recent studies reveal #Microplastics are constantly lofted into the atmosphere.

These particles can travel thousands of m…",14,0,9,"Small organisation raising awareness about hazardous #impacts of plastic for a clean/healthy planet.

Initiated #SUPsep movement 

:https://t.co/DVaZjlgaew",10615,Plasticsimpact,2023-02-06 20:41:22
1494,@JEFFFRE10127234 @SusanMarie_NY She implied AGW CO2 #climatechange causes everything... 🤭😂😂,0,0,352,Fossil fueled FUTURE...,638,insane_voice,2023-02-06 20:41:17
1495,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,591,"Well educated in common sense. 
Multi lingual and graduate degrees. Patriot. Avid history and poetry reader.   Investor.",136,TianUTrump,2023-02-06 20:40:58
1496,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,5011,Culturlogiciàn,409,Haidar_Andalusi,2023-02-06 20:40:12
1497,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,3062,,2379,Petrus24550953,2023-02-06 20:40:09
1498,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",21,0,1249,"We are the official United Nations News Service, a one-stop shop for all info related to the @UN and its agencies. Breaking news, features, human stories.",709497,UN_News_Centre,2023-02-06 20:40:00
1499,"RT @TheClimateers: Get ready to save the world on Redemption Island! Join the Climateers on a journey to fight climate change, explore uniq…",148,0,39,Proud owner of #DegenApeClub #BullSoc and other Bsc Nfts #Bitcoin #Ethereum. Into the garden #AzukiZen,1,xSterlingCastle,2023-02-06 20:39:36
1500,"Educators Newsletter #1 of 2023 !
#Science exploration while construction make things “interesting” 🧪🧠🧭🔬

•Gr 3-9:… https://t.co/kmjC0WHjcE",0,0,3255,"Science World BC Teacher Resources - moderated by Science World Education team -email schools@scienceworld.ca
Science World also tweets from @scienceworldca",7072,ScienceWorldTR,2023-02-06 20:39:00
1501,RT @RSocPublishing: This special issue of the Philosophical Transactions of the Royal Society A focuses on the intensification of short-dur…,8,0,403,"#OrganizationalDevelopment #EconomicSociology #awareness #existence link btw policy, finance, economics & people experiencing sense.",467,RichardEgdom,2023-02-06 20:38:52
1502,"RT @dev_dispatch: 📅 Events Calendar: Here’s what’s happening in the #AfCFTA and #ClimateChange world this week:

Links to events:

@sfliber…",1,0,889,ZIAI registered PYA/006/0322 @zimyouthcouncil Advocates 4 #Youth & #Women inclusion and participation in #AfCFTA. #SMSEs #trade @AfCFTA #Agenda2063 #vision2030,1233,youthinafcfta,2023-02-06 20:38:27
1503,Ways to REDUSE Impact In Climate Change #ecosystem #globalwarming #california #climatechange #UNESCO https://t.co/opV64Uu1WB,0,0,10,"Member of the UN Civil Society
https://t.co/iCwG3fQm5y
https://t.co/6M43kBBHoX",3,unescobmw,2023-02-06 20:38:22
1504,"RT @IPBES: Pollinators are essential for food security, biodiversity and other ecosystem services!🦋🍎🐝🌻🐦🌽

But they face many challenges fro…",81,0,1650,#Apimondia is the International Federation of Beekeepers’ Associations and apiculture sector since 1895. #WorldBeeDay 🐝,9787,apimondia,2023-02-06 20:38:21
1505,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,116,working on it,54,Dekatoadam,2023-02-06 20:38:06
1506,RT @mjordan1995: #Climatechange has proven to have a multitude of consequences. One underappreciated consequence is its effects on the vuln…,4,0,949,Digital Comms & Pods @CarnegieEndow | Hobbyist landscape/street photographer 📷 | @NotreDame Alum ☘️ | Just a CA guy with a Midwestern spirit living in DC,214,CDjajapranata,2023-02-06 20:38:02
1507,"RT @TheFloodHub: We have extended our #KS2 education package📚✏️

In addition to our #flooding lessons, we now have a #ClimateChange educati…",7,0,3061,Alan Parkinson Past President GA 22-3 HoD @Kings_Ely Junior CGeog/FRGS/FRSGS - Award-winning Teacher/Author - Mission:Explorer UKPolarNetwork - Own views He/Him,7641,GeoBlogs,2023-02-06 20:38:00
1508,"Even FOX News starts discussing #climatechange seriously

""Surface-level adaptations aren’t going to save metropoli… https://t.co/BdXKvsfHvw",2,3,4353,"Child, Adolescent & Adult Psychiatrist. Therapist. Neuroscientist. (Sometimes) Philosopher. Views mine. Tweet≠medical advice. Follow/RT/like≠endorsement.",6404,DebiecJacek,2023-02-06 20:37:39
1509,"RT @third_pole: 🌳🔥 ""Those who cut forests for firewood cannot be arrested as they don’t have any other option to cook and heat their homes…",3,0,5001,Erly retired old YouTuber and computer gamer. I enjoy life :-) #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,3148,john1966olsen,2023-02-06 20:37:23
1510,"RT @EpochTimes: The @USDA’s Foreign Agricultural Service reported an “exceptional” 2022 due to increasing agricultural trade, which is enha…",6,0,4990,"Retired Commercial Deep-Sea Diver. Navy,Vietnam Vet. Past Instructor at the College of Oceaneering, Saturation North Sea Diver. lCCF Correspondence ChessMaster.",3840,HeavygearDiver,2023-02-06 20:37:14
1511,RT @NOAAClimate: Know a 5th-12th grader? (or are one yourself?) Don't miss this @NOAAeducation opportunity to show how #ClimateChange impac…,8,0,5001,Erly retired old YouTuber and computer gamer. I enjoy life :-) #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,3148,john1966olsen,2023-02-06 20:37:11
1512,"RT @uniper_energy: 𝐓𝐡𝐞 𝐢𝐦𝐩𝐚𝐜𝐭 𝐨𝐟 𝐠𝐫𝐞𝐞𝐧𝐡𝐨𝐮𝐬𝐞 𝐠𝐚𝐬𝐞𝐬 𝐨𝐧 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐜𝐡𝐚𝐧𝐠𝐞 🔄

Which #GreenhouseGas do you think has the biggest impact on #Climate…",89,0,778,"JUST➡️IN: @ABCNetwork: Perspectives/Commentary #ChicagoStyle
@ABC7Chicago @GMA #OLEWTV➡️24/7: 
#OLEWTV2 #OLEWRADIO➡️24/7 #ilwx
#OLEWGLOBAL🌐➡️24/7 #ImLovingIt🙂",1024,OLEWTV,2023-02-06 20:37:08
1513,RT @IFAD: The fight against #ClimateChange is a fight against poverty. https://t.co/raqsrfKZ9Z,38,0,385,"Electrical Engineer from University of Port Harcourt and Yabatech.
 HSE &Risk Assessment officer. Climate change Ambassador #SDSN, poultry farmer.",99,DonDominic6,2023-02-06 20:36:56
1514,RT @tm_kavanagh: Presentation at ⁦@ottawacity⁩ for councillors. If these 2 slides don’t make us wake up to the reality of #climatechange I…,6,0,571,"Victoria BC author, futurist & consultant specializing in collaboration, partnership & shared governance. See my book - Reimagining Government-Part 1",594,chrisw_ottawa,2023-02-06 20:36:41
1515,"#ClimateChange is impacting the deep. 

Learn more about how at @LindsayMSea #IMPAC5 presentation “Managing for a L… https://t.co/143hrEHMG2",2,12,312,Marine Biologist & Deep-Sea Explorer • Scientist & Adjunct Professor 🇨🇦  • LGBTQ+ & Women in STEM 🏳️‍🌈 • Neurodiverse • 💙🌊🌱♻️ @FishOceansCAN @UVic,1267,CherisseDuPreez,2023-02-06 20:36:38
1516,"RT @TheClimateers: Get ready to save the world on Redemption Island! Join the Climateers on a journey to fight climate change, explore uniq…",148,0,41,All bout the music and the NFT,3,MelvinHeathman,2023-02-06 20:36:25
1517,"RT @danaujoks: In “How UNDP catalyzes Innovative Public-Private Partnerships that reduce Carbon Emissions,” @ASoezer shows how @UNDP's Carb…",3,0,331,"#climatechange advisor @UNDP. Tweeting about #climatechange, #climateaction, #NAMA and #energy. Views my own.",508,ASoezer,2023-02-06 20:36:21
1518,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,134,,3,ynot2002,2023-02-06 20:35:59
1519,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,88,,33,KryptoVeganer,2023-02-06 20:35:54
1520,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,405,,118,UnactivatedP,2023-02-06 20:35:48
1521,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,2096,"Conservation biologist💚🏞️
El feminismo sin las mujeres trans no es feminismo 💜
Caleñísima 🌄
Nueva cuenta porq suspendí la otra mucho tiempo y la borraron 🤡",1356,Ana_H1N1,2023-02-06 20:35:47
